Sl no,Name of Comodity,Unnamed: 2,Year-2019,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,30,Imported,red,-,-.1,-.2,-.3,-.4,-.5,-.6,-.7,"2,850","2,650","2,708","2,892","2,775",65,khail,Mustard,3350,3349,"3,318",3280,"3,283","3,309","3,312","3,531","3,329","3,352","3,344","3,343","3,342",102,",,","Bangle-6 ,,",-.8,-.9,-.10,-.11,-.12,Unnamed: 0,milk,Unnamed: 3,163,Hilsha,"58,300","57,161","61,531","68,344","68,737","72,220","75,430","68,961","66,429","67,013","61,616","62,154","65,658",198,Amra,"2,012","2,410","2,539","2,976","3,106","2,967","2,668",232,Sosha,"2,106","2,584","2,451","2,486","2,201","2,090","3,638","3,893","2,969","2,588","4,056","3,986","2,921"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,Batabi lebu,"1,325","1,400","1,483","1,450","2,283","1,725","2,067","1,876","1,930","2,064","2,381","2,293","1,856",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,Elachi lebu,305,341,362,375,402,329,291,290,306,332,331,339,334,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,Kagozi lebu,298,344,359,374,351,317,270,267,293,320,318,312,319,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,197.0,Guava,"6,471","5,925","5,544","5,324","5,902","5,202","3,900","3,482","3,810","4,244","5,125","5,139","5,006",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,301","1,263","1,551","1,520","1,379","1,390",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,199.0,Orange,"1,400","1,383","1,450","1,476","1,340","1,339","1,399",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"13,346","13,174","13,285","13,772","15,110","16,260",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apple,"16,181","16,093","14,943","13,306","12,552","12,390","14,201",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"5,634","5,095","5,229","5,862",-,-,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,201.0,Boroi,-,-,-,-,-,-,"5,455",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-,-,"10,620","9,867","12,555","13,198",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,202.0,Water melon,"8,438",-,-,-,-,-,"10,936",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-,-,"4,500","4,249","4,352","2,520",,,,,,,,,,,,,,,,,,,,,,,,,Fruit:,,,,,,,,,,,,,,,,,,,,,,,,,203.0,Melon (Bangi),-,-,-,-,-,-,"3,905",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"6,032","6,359","6,269","5,892","6,217","6,550",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,204.0,Ripe Papaya,"6,463","6,822","6,827","6,031","5,606","5,535","6,217",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-,-,-,-,"5,445","2,985",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,205.0,Lychee,-,-,-,-,-,-,"4,215",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,223,227,230,237,248,271,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,206.0,Banana: Chapa,237,221,228,232,233,235,235,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,376,383,380,391,438,426,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,207.0,Sabri,409,400,396,469,436,398,409,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,303,307,310,314,393,355,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,208.0,Banana: Sagar,343,336,327,321,324,326,330,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,933","3,275",-,-,"2,375","2,601",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,209.0,"Paineapple:Cale
nder","3,132","3,209","3,373","3,651","3,475","3,438",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,146",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,000","1,658","2,517","2,504","2,580","2,249",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,210.0,Jaldub,"2,846","3,126","2,908","2,067","3,000",-,"2,405",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,928","3,011","3,026","3,138","3,266","3,641",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,211.0,Coconut,"3,138","3,090","3,124","3,187","3,183","3,193","3,160",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"18,820","18,925","18,313","18,051","16,180","15,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,Dates,"15,396","16,088","15,838","15,813","17,689","16,664","16,958",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"8,950","8,820","10,652","7,725","8,943","9,147",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,213.0,"Tamarind with
seed","9,548","9,643","9,458","9,425","9,900","9,458",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,306",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"9,750","8,167",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,214.0,without seed,"9,250","9,250","9,250","10,513","10,583","11,875","9,830",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,025","1,538","1,465","1,654","1,713","1,884",,,,,,,,,,,,,,,,,,,,,,,,,Vegetable:,,,,,,,,,,,,,,,,,,,,,,,,,215.0,Potato: Local,"2,035","2,076","2,069","2,350","2,777","2,963","2,046",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,559","1,017","1,009","1,138","1,294","1,436",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,216.0,Holland White,"1,610","1,642","1,586","1,662","2,100","2,169","1,519",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,711","1,081","1,078","1,204","1,310","1,534",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,217.0,Red,"1,628","1,634","1,636","1,776","2,168","2,413","1,598",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,205","1,769","1,690","1,690","1,726","1,663",,,,,,,,,,,,,,,,,,,,,,,,,"Sweet
Potato",,,,,,,,,,,,,,,,,,,,,,,,,218.0,,"2,375","1,675","2,317","1,550",-,"3,100",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,978",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,860","1,829","2,226","3,036","3,371","2,934",,,,,,,,,,,,,,,,,,,,,,,,,Vegetable:,,,,,,,,,,,,,,,,,,,,,,,,,219.0,Brinjal,"3,375","3,455","3,751","4,048","3,464","2,894","3,020",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,306","5,228","5,473","4,179","2,743","1,956",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,220.0,Patal,"2,419","2,594","2,884","3,121","3,096","3,048","3,254",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,721","1,811","2,359","2,923","1,730","1,369",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,221.0,Chalcumra,"1,600","1,699","1,717","1,819","1,982","2,113","1,904",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,692","1,666","1,705","1,730","1,667","1,603",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,222.0,Pumpkin,"1,708","1,883","2,001","2,421","2,420","2,406","1,908",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,532","1,392","1,538","1,633","1,783","1,665",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,223.0,Lao,"1,713","1,871","1,980","2,017","1,976","1,935","1,753",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"4,726","5,932","5,546","5,126","4,290","3,299",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,224.0,Uchehhe,"3,916","4,611","5,060","4,953","5,351","5,557","4,864",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"3,424","4,435","4,926","4,445","3,196","2,729",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,225.0,Karalla,"3,502","3,901","4,229","4,075","4,008","4,325","3,933",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,226","1,274","1,403","1,761","2,459","2,312",,,,,,,,,,,,,,,,,,,,,,,,,Vegetable:,,,,,,,,,,,,,,,,,,,,,,,,,226.0,Green Papaya,"2,039","1,910","1,675","1,541","1,541","1,589","1,728",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,758","2,761","1,900","1,700","4,822","3,517",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,227.0,Mukhi kachu,"3,425","3,407","3,517","4,040","4,177","4,015","3,337",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"4,500",-,-,-,"1,875","1,999",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,228.0,Pani kachu,"1,998","1,784","1,955","2,409","1,842","2,038","2,267",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2,606","3,447","4,174","4,128","3,615","2,751",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,229.0,Kachur lati,"3,027","3,266","3,249","3,444","3,494","3,557","3,396",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-,-,-,-,"3,866","2,687",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,230.0,Kakrol,"2,944","3,258","3,308","3,567","3,649","3,283","3,320",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"3,313","4,980","5,126","3,465","1,980","1,709",,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,231.0,Lady's Finger,"2,535","2,979","3,218","3,591","3,645","3,735","3,356",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Khirai,"1,925","2,236","2,122","2,081","1,961","1,691","2,601","3,321","2,596","2,757","3,897","3,388","2,548"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,Beans,"2,030","1,796",-,"2,538","2,025","2,225",-,"7,533","8,492","7,031","5,293","3,972","4,294"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,Barbati,"2,840","3,290","3,873","4,006","2,815","2,487","3,481","3,979","4,028","4,093","3,996","3,861","3,562"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,Tomato Ripe,"2,065","1,408","1,467","1,641","2,051","2,672","5,529","7,814","7,283","8,233","7,326","5,330","4,402"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,Motorshooti,"4,194","3,394","3,601","3,428","3,226","3,279",-,-,-,-,"6,875","7,389","4,423"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,Jinga,"4,600","3,411","4,358","4,284","2,963","1,948","2,723","2,937","3,129","3,339","3,354","3,531","3,381"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,Chichinga,"2,837","3,231","3,787","3,679","2,571","1,785","2,297","2,508","2,759","3,018","3,073","3,199","2,895"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,Dundol,"2,200","2,200",-,"5,100","2,203","1,483","1,977","2,206","2,118","2,345","2,433","2,454","2,429"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,Radish Spinach,895,500,650,"1,225","1,400","1,850","1,958","1,856","1,897","1,947","1,625","1,383","1,432"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,Red Spinach,"1,467","1,567","1,633","1,678","1,636","1,621","1,986","2,154","2,153","2,244","2,056","1,913","1,842"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,Palongsak,"1,293","1,216","1,272","1,201","1,161","1,327","1,650","1,875","2,684","2,806","2,437","1,983","1,742"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,Indian Spinach,"1,224","1,224","1,604","1,545","1,304","1,180","1,293","1,428","1,428","1,486","1,559","1,443","1,393"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,Danta,"1,522","1,476","1,561","1,740","1,392","1,223","1,411","1,494","1,558","1,879","1,898","1,800","1,579"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,Cauliflower,"1,279","1,212","2,908","1,349","1,334","1,717","3,125","3,625","6,271","4,051","4,211","3,397","2,873"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,Cabbage,927,811,876,880,842,"1,348","2,417","3,667","3,670","2,899","2,857","2,416","1,967"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,Oal kopy,"1,100","1,049","1,184","1,135","1,134","1,300",-,"2,667","5,750","4,100","3,252","2,588","2,296"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,Carrot,"1,938","1,539","1,597","1,678","2,265","3,424","5,184","5,344","5,373","5,909","5,294","3,790","3,611"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,Green Banana,329,319,312,360,416,362,412,423,418,-,388,395,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,Radish,994,970,"1,021","1,091","1,097","1,050","2,717","4,255","3,002","2,605","2,285","1,899","1,915"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bibidh:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,Sugar-Local,"4,807","4,815","4,822","4,820","4,970","4,989","5,063","5,190","5,284","5,399","5,435","5,529","5,094"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,Sugar-foreign,"4,798","4,850","4,874","4,877","4,982","4,952","5,018","5,186","5,294","5,421","5,695","5,623","5,131"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,Sugarcane,"5,979","5,991","6,039","6,021","6,143","6,201","6,344","6,430","6,441","6,504","6,514","6,565","6,264"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,Dates,"8,369","8,626","8,411","8,576","8,771","8,571","8,310","8,451","7,807","8,328","8,013","8,841","8,423"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,With Iodine,"2,758","2,717","2,719","2,719","2,710","2,673","2,697","2,684","2,679","2,673","2,658","2,618","2,692"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,loose,"1,679","1,633","1,627","1,685","1,593","1,561","1,553","1,558","1,550","1,542","1,518","1,501","1,583"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,Mashur,"2,643","2,620","2,620","2,655","2,657","2,583","2,575","2,714","2,824","2,854","2,855","2,904","2,709"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,Chola,"3,240","3,343","3,189","3,181","3,351","3,290","3,443","3,459","3,448","3,462","3,543","3,513","3,372"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,Kheshari,"3,083","3,076","3,102","3,061","3,102","3,095","3,174","3,196","3,184","3,227","3,246","3,218","3,147"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Wheat,"2,710","2,729","2,739","2,757","2,834","2,877","2,922","2,936","2,925","2,906","2,892","2,916","2,845"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,Rice kura,"1,196","1,203","1,067","1,207","1,213","1,098","1,147","1,159","1,122","1,131","1,109","1,167","1,152"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,"Lakri cherai
Mango",523,521,525,520,525,530,529,532,532,536,539,538,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
